gx,gy,gz,ax,ay,az
9.2,0.3,345,0.8,-3,-8.4
8,-0.7,345.4,8.2,-3.6,16.8
8.4,-0.1,345.9,-1.4,-5.8,2.6
7.4,-0.2,345.9,0.6,9.6,5.4
7.9,1.4,346.2,4.8,-4.2,-11.2
7.9,1.5,346.5,1.4,6,-2.6
6.7,1.5,345.9,5,-2,7
5.8,3.5,343.3,5.6,21.6,-2
5.5,2.5,340.2,-0.2,0.6,13.6
6.2,2.9,340.2,2,7.8,14.8
6.9,3.1,342.8,-1.6,-24.8,-28.8
3.6,0.6,346,3.6,15,30.6
5.9,2.5,348.4,-5.2,-5,30
5.8,1.4,348.8,8.8,17.4,-0.6
8.2,2.2,347.7,7.4,6.2,12.4
7.9,3,346.5,-1.6,0.4,-9
7.3,3.1,345.8,4.6,-0.2,3.6
6.9,2.8,345.7,1.8,14,3.6
6.5,3,345,7.4,-3.2,15.2
6.8,2.8,344.4,-0.2,13.8,-18.8
7.3,2.5,343.2,-8,-19.4,-51.4
5.3,1.6,343,0.2,1.8,16.8
6.1,1.3,344.1,-3.4,-5.8,-12.8
2.4,0.3,346.1,12.4,29.8,58.6
-4.1,-1,347.5,-12.4,-27.4,-171.2
6,2.4,346.4,-11,-18.4,19.4
7.1,4.9,346.2,0.8,127,-37.2
-0.9,2.1,346,-8.6,-26.2,100.4
-0.8,1.4,346.8,3.6,-2,28.6
-3.8,2.5,347.5,-8.2,-13.8,-75.6
-0.9,1.7,347.1,10.4,2,15.2
2.1,1.8,347.4,-1.8,1.4,6.6
-0.4,1.3,346.7,8,13,9
-3,2,346.5,-12.4,23,-76
-1.2,1.1,347.3,4.2,14.6,21.4
5.3,1.2,347.3,8.2,0.6,1.6
4.7,2,346.3,-4.8,-10,11.6
3,3.1,345.1,0,-9,10.2
3.1,2.2,344.5,0.6,6.2,9.4
4.9,1,344.5,3.8,-10,-6.8
6.5,0.3,343.6,1,0.2,-5.6
4.7,-0.7,343.5,-8.2,-5.8,6.2
5.7,0,343.5,1.2,16.6,2.8
8.3,-0.6,343.5,-5.2,11,-40
11.4,0.9,343.5,5,5,23.2
12,-0.5,342.9,-6,7.4,-24.8
11,-0.9,343.8,2.6,-1.8,2.8
13.9,0,344.2,3.8,21.6,-26.6
11.6,-0.9,344,3.6,-2.2,10.6
12.1,-0.9,344.5,10.4,12.2,-14
10.3,-1.8,344.2,1,-2,43.2
11,-1.5,345.1,0.4,-13,25.8
9.1,-0.1,345.7,-2.2,-11,-6.6
10.7,-0.2,344.8,-0.2,44,-6.6
10.5,0.8,343.7,0.8,-6.2,2.8
7.6,0.5,342.5,-2.6,-17.6,-16.4
8.4,1.2,341.4,-5.2,12.4,-27.8
10.5,-0.3,341.4,-4.8,0.2,-73.4
9,0.3,342.5,-10.4,-24,12.2
9.4,1.7,343.9,-11.8,-32.6,-86.8
5.9,0,345.6,-7.6,-17.6,-30.4
6.1,2.7,345.8,-7.4,0,-19.6
9.4,0.8,345.6,-1.4,-37.8,-46.6
5.3,0.4,345.5,-1,-3.2,31.4
11.5,0.2,345.1,-3.6,1.6,-22
8.4,-0.3,345.7,1,-8.2,-30
8.3,-0.4,346,2,7.2,3
8.3,-0.9,346.5,-4.4,-5,-0.8
6.3,-0.8,346.7,2,9.6,3.8
4.3,0.2,347,0.2,25.6,50.4
10.1,-0.4,346.5,-3.6,27,-59.8
3.4,0.4,346.6,-1.8,-31.4,83
4.8,0.6,346.3,3.6,4.8,37.6
9.5,2.1,345.1,-3.2,-18.2,-34
5.8,1.1,344.7,-6,-14.8,-9.2
9.3,0.6,345.1,-0.2,8,-1.8
8.5,1,345,-3.2,-2.4,-14.6
5.6,1.4,344.8,-5.2,6.8,23.6
7.2,2.6,344.7,-4.8,1.2,-2.2
7.2,1.8,345.6,4.4,-3.4,5.6
7.6,2,343.7,4.2,-3.8,-8.8
8.9,3.4,342.3,0.4,21.6,-22.4
8.9,0.1,342.6,6,4,-0.8
8.3,0.7,343.5,-6.4,-5.6,-8.8
7.6,0,344.3,-1.6,3,-1.6
9.7,0.1,344.3,-1.4,-14.2,-12.8
7.7,-1.9,344.4,4,-34.6,58.4
9.9,-0.5,344.5,-3.2,13.4,8.4
7.6,-0.9,344.3,-4.4,-0.6,-15
8.4,-2.3,344.4,-0.2,-37.4,-17.2
6.3,-3,344.2,2.6,5.2,11.2
6.3,-2.9,344.4,1.6,12,-12.2
6.9,-1.7,345.1,2.6,6.2,2.6
6.3,-2.5,345.7,1.4,-4,12.6
6.8,-0.2,345.8,-2,7.4,2.6
7.7,1.2,346.1,-4.6,-1.6,2.4
7.7,1.2,345.7,0.8,1.4,3.4
7.7,1.2,345.7,-2.4,9.2,-5.2
8.2,-0.3,345.9,0.6,7.4,7.4
8.9,0.9,346.5,-8.4,-11.2,-2.6
7.6,2.1,348.6,-5,14.4,-8
7.5,2,348.7,3.6,-1.6,3
7.7,3.9,346.8,-2,-0.6,-18.4
6.6,4.3,346,1.6,6.4,4
7.7,4.5,344.7,-0.2,0.2,-13
8.1,3.5,344.8,0.8,7.8,-22.4
8.9,3.5,345,3,-9.8,9.4
5.3,2.4,345,-2,-5.2,-0.2
6.5,3,344.5,0,-20.2,22.8
7.1,3.5,343.8,-2.4,7.8,-25.6
6.8,3.3,343.4,1.6,8.2,15.4
9.1,2.4,343.6,0.2,4.2,-15
7.3,2.7,342.5,2,6,0.8
8.5,2.4,341.4,-2.6,3.6,-22.8
8.3,1.4,341.4,-1.2,-3.4,8.6
6.9,2.2,341.3,-7,3.4,-1.2
8.1,1.8,342,-5.8,-2.2,-8.4
8.8,1,341.7,-0.2,1.6,-15.4
8.7,1.8,341.2,-0.2,5.4,5
8.8,1.5,341.3,-0.4,-10.8,-8.8
7.3,1.4,341.3,2.4,-14.6,40.6
7.4,1.5,340.4,1.8,-6,-21.6
8.3,1.5,339.5,3.6,-8.8,-14.6
5.6,1.5,338.8,0.8,11.4,5
6.2,2.3,338.4,-0.4,-0.4,-6.4
5.7,2.4,337.6,-3.4,3.2,13
5.8,2.6,337.4,0.2,-4.6,-8.4
5.7,2.4,337.6,3.4,1.4,-1.8
5.3,2.3,336.7,-0.6,-5.6,6
6.2,1.6,335.5,0.4,-4,-12.2
3.8,1.1,334.8,-0.8,-0.4,30.8
5.4,1.7,334.5,-1.6,5.2,-20.2
4.3,0.6,334.6,-1.6,9,9.4
5.8,1.1,333.9,-1.2,-25.8,10.2
4.2,1.2,333.2,2.2,5.2,-2
5.7,1.1,332.3,-2.6,13.2,-1
8.6,0.6,331.9,2.6,21.6,-18
8.7,-1.9,331,0,12.2,-11.6
8.7,-2.4,331.8,-5.8,-2.2,-17.8
7.1,-2,334.5,-1.6,-4,4.6
8.1,-2.2,335.1,7,24,-21.6
9.3,-1.9,334.6,-2.6,9.2,-6.2
9.5,-1.3,334.8,2.4,14.6,-0.2
10.1,-0.7,334.7,-4.6,-4.8,8.2
12.8,-0.5,336.3,-1,-5.6,-28.8
12.2,-1.2,337.1,-0.4,2.2,-21.8
10.4,-1.4,335.7,-0.4,-7.6,-4.6
12.2,-0.4,334.5,-7.8,25.8,-39.2
11.5,0.9,335.2,-4.2,-12.8,7.8
12.5,0.4,335.7,-3.8,-41,34
10.5,0.9,338.2,-1.4,5.2,8
6,1.6,341.2,-3.2,-17.8,50.4
7.2,2,342.6,3.8,-4.2,14.8
8.3,2.5,342.1,2.6,-2.4,-13.2
5.3,3.4,339.2,5,0,20.6
7,4.1,337.4,3.6,17.2,-10.8
6.2,2.6,336.5,2.2,-2.6,11.8
6.2,2.5,335.3,5.4,-4.2,33.6
7.1,2.5,334.4,1.8,-4,38.6
6.1,2.3,333.7,-1.8,-10.8,-42.8
4.7,1.3,333.9,2,5.6,2.6
5.4,0.9,334,-1.4,-2,-8.4
5.8,-0.6,333.4,-0.8,16,18.4
5.9,-0.1,334.4,2.4,-22.6,51.4
6.8,-0.3,335.5,-1,50.2,0.2
5.6,-0.1,335.4,-8.4,-4.6,-9.8
6.8,0.1,335.9,0.6,-5.8,-16.8
6.6,-0.5,335.9,2,0.4,9
6.7,-0.4,335.8,0,6.2,11.6
7.3,0,335.9,-2,4.6,-8.8
5.9,0.3,336.4,4.6,-12.6,16.6
8.5,0.9,336.6,-1.2,-3.2,-39.2
6,1.3,336.3,-1.4,17.4,34.6
6.4,2.2,335.8,-4.6,6.4,6.6
7.8,3.1,335.5,-3.8,-12,-14.8
10.2,2.5,334.1,-3,21,2.8
9.4,2,333.9,1.6,4.2,-10.8
10.3,0.3,334.7,-7.2,-8.6,-14.4
9.4,1.2,334.7,-6.8,-3,-2.2
10.6,1.1,334.9,-0.6,-2.8,-20.8
10.2,1,335,-2.2,0.2,2.8
10.4,1.1,335.3,-2,7,-21
9.6,1.1,335.7,0,4.6,-3.6
9,1.4,335.4,-2.6,-4.8,1.2
9.4,1.1,334.9,5.4,-2,35.4
7.1,1.8,333.9,-1.6,9.2,16
7.1,2.5,334,2.2,18.8,9.4
6.3,1.8,334.5,9.4,27.2,20.8
7.4,1.2,334.6,-1.2,-30.2,-23.6
5.4,1.4,334.9,-2.4,-5.4,3.6
6.1,0.7,335.5,1.2,4.2,3.4
6.5,0.6,335.7,2.6,-0.8,-18.2
6.3,1,335.4,2.2,10,12.2
7.7,0.5,335.7,-3,-11.8,-11.2
6.9,0.8,335.3,2.8,-11.8,25
7.7,0.8,334.8,-0.8,-10.6,6
7.8,0.5,334.9,2.6,-5.8,9.8
7.3,0.9,335,-1.8,-0.6,8.2
8.9,0.7,335.1,-1.2,13.8,-29.8
8.2,0.5,335.7,4.2,-7,40
9,0.2,335.9,-1.2,-11,-24.8
5.5,-0.3,335.8,-2.4,-12.6,17.4
6.8,0,336.3,-2.2,10.8,-3
6,-0.5,336.8,1.8,-4.4,5.2
6.7,-0.2,336.7,-0.8,1.4,-9.8
4,0.7,336.4,-4.6,-20.4,-14.6
7,0.5,336.5,-1,0.6,11.6
5.2,0.2,336.2,4.8,7.6,3
4.6,0.1,336,1.8,5,2.8
6.8,0.7,335.8,-1.2,9.8,-18
5.9,0.5,336.4,0.2,1,11.4
5.6,0.9,336.5,0.2,-5.6,-5.4
7,1.2,336.8,0.2,21.2,0
7.6,1.5,336.4,0.2,-2.8,0
7.2,1.3,336.3,-1.8,-1.8,4.4
7.7,0.6,336.6,-3.2,-9.2,24.6
8.2,1.6,336.3,-2.2,4.2,-12.8
8.2,1.6,336.1,-5.8,-2.8,12.6
8.7,2.1,336,-2.6,-7.4,-17.8
8.2,1.2,335.9,3,5.6,-3
8.8,1.7,335.2,-2.2,2,-27.4
8.6,1.1,335.8,3.2,11.6,13.2
8.1,0.6,336.5,0.8,6,-22
7.4,1.1,336.2,-2,3.2,-4.8
6.9,1.3,335.6,-1.8,5.6,-3.8
7,1.3,335.7,-2.4,3.6,-3.8
7.4,1.6,335.8,-0.8,7.8,-2.2
7.1,1.2,336.1,1.2,-4.4,8.6
6.4,1.1,336,0.2,5,5.4
7.2,1.2,336,-2.8,-5.6,-0.4
7.3,0.9,335.7,-0.2,-9.6,-0.4
7,1.1,335.6,-2,-10.2,11.2
7.9,1.4,335.9,2,-1,-12.2
7.6,0.7,336.2,0,-9.6,6.8
5.3,1.2,336.7,3,9.2,22
6.9,1.4,337.6,1.6,6,-33.4
5.9,1.4,337.8,1,-6.6,2.2
7.2,2.2,337.8,-0.2,-7.4,6.4
5.2,2.6,337.4,3.4,4.8,-12.2
5,3,336.8,4.6,-4.6,-4.6
5.4,3.4,335.7,3.2,10.4,14
5.4,3.3,334.4,-2.8,3,-14.2
4.3,2.6,333.5,-4.8,-3.8,-30.6
4.6,1.7,334,2,11.4,-15.4
4.9,1.6,333,-3,0.8,-40.2
2.8,1,332.1,0.8,1.6,3
5.1,0.6,331.4,-3.6,-3.2,-9.2
3.7,-0.6,330.9,-1.2,-3.8,1.2
5.5,-1.4,332.4,-2,0.4,-15
4.8,-2.2,335.8,-6,7.4,-32.4
3.9,-2.3,338.7,0.6,-7.2,22.6
5.1,-1.6,339.4,-6.2,8.4,3.2
5.7,1.5,339.1,-4.8,5,-25.8
3.8,2.3,338.4,-3.2,-30,18.6
3.1,2.7,337.4,1.6,6.4,-5.6
3.8,5.1,336.9,3,20.8,-11
4.2,5.3,336.2,2,4,-12.2
6,6.3,332,3.6,-5.2,31.2
2.8,5.4,327.4,2,-1.6,-19.2
4.2,5,322.5,3.2,5.8,3.4
2.4,3.7,318.8,-2.4,2.4,-16.8
2.8,3,317.9,-5.4,2,-2.4
4.4,2.1,318.5,2.2,5.4,-9.8
6.1,2.3,320.4,-4.2,17.8,-25.4
4.6,1.7,320.1,2,9.2,17.8
4.2,2.8,314.8,-1.6,-8.2,-19
5.7,2,311.1,1.6,8.8,-37.4
7.7,1.7,307.5,2.8,0.8,-21
4.7,0.2,307.3,-1.2,16.4,-20.4
2.6,-1.8,308.4,-1.6,4.2,-2.6
2.8,-2.9,311.2,-0.2,12.4,-3.2
3.5,-4.8,313.8,-6.4,-15.4,16.2
7.9,-6.3,314.6,1.2,7.4,-4.4
13.8,-4.5,318.1,0.6,-5.2,34.2
10.8,-6.4,320.3,0.8,34.4,-25
6.1,-6.2,323.2,-11.4,-39.4,-44.8
9.3,-3.3,325.4,-0.2,-3.6,-47
2.4,-4.3,327.1,-1.4,-15.8,28.2
9.7,-0.5,326.9,3.8,-1.2,-66.8
3.5,-2.5,325,4.8,-23.2,22.6
7.3,1.5,323.6,2.8,-2.4,-43.2
6,1,322.9,4.2,-24.8,44.2
8,2.2,322.2,-2.4,-0.6,-13.2
7.6,1.4,321.5,-3,-3.2,9.4
8.8,1.1,321.2,-4.4,-3.6,16
9.9,1.2,321.5,-4.4,-15.4,-9.8
12.1,0.4,322.5,-8.4,-7,-74.6
9.8,-1.7,322.6,-2.6,-11.2,1.6
10.1,-0.1,324.3,1.2,-3.4,45
10.4,-0.1,324.8,1.2,18.2,-36.2
12.7,-0.4,325.5,3,-4.6,-12.8
8.9,0.5,324.8,-3.4,-4.4,-19.4
5.9,-0.1,325.8,-0.4,-12.4,12.2
5.2,0,326.7,-1.4,1.4,14.2
7.3,0.2,327,0,-5.6,-5.8
8.3,-0.6,327.7,2.2,-6,-22.4
9.4,0.8,327,-3.2,-1.4,-28.6
5.3,-0.3,327.8,-0.4,-10,15.8
6.3,-0.2,328.5,0,5.8,-14.6
5.2,-0.4,329.7,-2.8,-3.4,-5.6
6.5,0.2,331.4,4.4,-12,21
6.7,2.3,334.7,2,-9.2,27.6
4.7,2.6,337,5,16.2,25
5.8,2.4,334.2,4.2,4.8,8.2
4.2,3.2,327.9,-4.6,-6.6,-9.6
5,3.9,324.8,-0.4,0.4,21.6
6.5,2.6,325.7,-0.2,17,-28.6
5.3,5.3,328,-5.4,-16.8,121.2
-2,6.1,331.5,-15,14.4,-62.8
3.2,4.7,331.6,8.2,-8.8,-27
3.8,5.4,329.7,2.8,-19,-49.8
1.1,3.7,328.5,0.6,-22.6,30.8
1.7,4.6,327.7,2,-0.2,9.2
5.8,5.2,325.5,-4.8,23.2,-60
5.2,1.7,327.2,-4.8,0.4,-9.2
6.1,1.7,328.2,5.2,-23.8,56.8
4.6,0.3,328.3,1.4,4.6,19
5.4,2.7,326.3,-2.4,1.2,15
3.2,-0.3,327.1,3.2,-1,22.4
4.2,0.1,328.6,-1.2,-22,-20.8
5.1,-0.6,329.1,3,0.6,-7.6
5.9,-2.7,330.4,5,20.2,-26.8
6.5,-1.6,331.6,-2.4,12.8,-3.2
9.6,-1,332.2,-10,-17.4,-55.4
10.4,-0.1,332.9,3,6.2,11.8
10.5,-0.2,332.9,-3.4,7.2,-75.2
9.4,0.6,331.8,2.2,4,27.6
7.7,1.8,330.6,-4.6,-12.4,1.6
7,2.4,329.5,-5.2,22.2,-3.8
10.5,1.7,328.8,-1.8,-13.2,-2.8
9.4,0.3,328.9,4.8,10.2,10
9.8,0.3,329.6,1.8,-3.8,19.2
9.1,-1,329.4,3.2,-11.2,-14.4
10.2,-1.4,329.5,-11,-31.2,137.4
9.2,-0.8,329.9,-4.2,-38.2,11
9.2,0.5,329.1,-7,-43.4,-26.4
9.4,1.2,328.5,-1.8,-3.4,-15
10.5,1.1,328.7,0,4.6,-14.6
11.4,1.1,328.1,-0.6,-9.8,6.8
11.9,1.8,326.3,-1.6,1.2,-8.2
14.9,0.4,325.9,1,-6.6,-4.6
13.2,0.4,325.7,3.6,-8.8,25.2
13.8,0.6,325.9,-6.8,-17.2,-19
12.8,-0.1,326.8,1.2,3.4,0.2
13.2,-0.8,327.8,-3.6,18.2,3.4
10.7,-0.1,330.3,-3.8,1,5.8
10.6,-0.6,333.5,2.2,0.4,6.4
12.1,0.8,335,3.4,4,-50.8
9.5,2.8,334.7,8,6.2,54.6
7.7,1.3,335,0,34.2,-12.4
8.3,2.9,332.2,1,2.4,3.4
8.1,3.8,329.4,-0.6,-3,-11.2
7.8,3.7,330.3,-4.8,2.2,-9.4
7,4.4,335,-2,-3.4,24.2
8.2,5.2,339.2,3.6,-4,-4.4
5.8,5,337.6,11.6,-3.2,37.8
5.3,6.4,333.1,3.6,-13.4,-4.2
7,6.4,327.2,3.4,10.4,1.2
5.4,5.8,322,4.6,1.6,19.2
6.8,4.8,318.7,-3.6,-2.8,-4
3.1,2.7,316.3,-6.8,-8.8,36.6
2.7,1.1,316.7,-5,-6.8,38.4
5.3,0.7,319.3,-16,-11.2,-32
3.1,-0.9,324,-8.8,0.6,-17.8
5.4,-1.3,329.1,0,2.8,-12.8
5.7,-0.2,331.1,3.2,-2.4,7.4
4.9,0.7,330.5,3.8,-9,22.8
6.7,0.8,328,3.6,6.8,-17.2
4.3,1.2,326.3,0.8,0.4,-10.8
4.7,1.1,324.1,-0.2,4.4,2
6.2,0.5,324.2,-5,1.8,-13.4
5.5,-1,326.3,-0.8,-5.8,-1
6.2,-1.9,329.7,1.2,4.8,-17.6
7.1,-1.5,329.4,-3.6,-3.8,20.8
5.8,-1.4,331.1,-2,-3,-3.6
8.9,0.6,334.2,-5.6,-9.6,3.8
5.8,0.4,336.2,8,-0.2,4.8
9.9,1.1,334.7,5.4,8,-35.2
9.3,2.1,332,-7.4,-22.4,-35.4
7.1,2.1,331.7,0.8,3,-6.6
8,2.1,331.5,-2.6,3.6,-12.2
6.8,1.8,330.9,0,-2.6,12.2
7.5,1.8,330.3,-3,6,-15.6
6.4,1.2,332.4,-6,0,-0.6
8,1.3,334.4,5,11.2,-14.8
9.1,1.7,333,3.2,11.6,-18.2
9,3,331.8,1.2,31.2,-6.4
9.4,2.3,333.1,6.2,3.8,22
8.4,1.8,333.7,-1.8,-17.6,6.4
10.1,2.7,332.9,-0.6,0.8,5.4
11.4,1.4,333.9,0.6,22.6,-33.8
13.4,2,334.8,-3.8,-7.2,-63.6
8.3,1.5,335.8,3.8,-9,7.6
9,1.8,335.6,0.6,5.6,-18
10.4,2,334.7,-3.6,-7.8,-11.2
11.7,2.6,334.1,-3.2,1,-6
13.5,3,334.8,5.6,13.2,3
10.1,1.4,336.8,2.8,-24.6,44.8
8.6,2.9,337.2,2,63,23.6
12.1,3.7,337.3,-3.4,26,-28.6
5.4,-0.3,338.1,1.6,4.8,51.2
6.4,3.5,337.7,0.6,-3.2,-5.4
8,2.2,337.7,0.6,-0.6,-10
8.5,3.5,336.1,-2.8,5.2,9
10.1,4.2,333.6,0.6,6.6,-17
10.1,4.5,332.2,-4.8,-5.8,-27
9.8,5.1,331.5,-1.4,8,-8.6
9.7,4.2,331.2,-3.2,7.6,-13.2
10.5,3.8,329.8,-4.8,3.8,3.2
11.7,3.3,329.7,1.4,-8.2,1.4
11.8,2.1,328.7,3.6,4.2,-10
10,1.1,328.2,-6.4,4.8,-15.6
9.5,0.4,328.1,0.4,3.4,16.4
11.3,1.1,327.8,-0.6,6,-27
13,0.9,329,-1.6,7.2,-26
10,0.1,329.5,2.6,-11.8,14.8
11.2,1.9,328.4,-3,9.6,-4.4
13.1,2.2,327.1,6.2,11.6,10.6
13.7,1.6,327.4,-4.8,-26.6,-2.8
11.2,0.5,326.2,-1.6,-11.6,18.2
11.9,0.9,325.4,-1.8,-1.2,-15.2
12,0.6,326.7,1,7.4,-13.2
15,0.6,326.9,-4.6,-26.2,-48.6
10.3,0.4,327.9,0.6,-10,25.2
10,1.5,328.5,-2,2.6,-13.4
8.9,1.1,328.2,0.8,-1,26.6
10.8,-0.2,328.2,7,-16,31.4
13.7,-1.2,327.2,1.2,-19.2,-40
9.1,1.6,326.5,6,39.4,7.6
9.1,0.8,325.7,0.8,15.4,-16.4
11.6,2.1,323.8,-1,16.2,-18.6
8.6,1.5,322.9,-0.6,9.4,11.4
9,1.1,322.7,-4,-16,-21.6
10,0.2,321.7,-4.2,1,-3.2
10,-0.4,321.4,3.4,-10.6,8.8
8.7,-0.9,321.8,-5.4,-13.4,19.4
10.1,-0.9,322.4,0,6.4,-18.8
10.3,-1.2,322.9,-1.6,4,-6.2
12.4,-1.1,323.3,-0.6,-10.2,-30.6
6.8,-2.7,323.7,8.4,12.2,56.4
8.4,-1.4,323.9,3.6,-0.6,15.8
8,-1,323.6,-3.4,-5,13.6
6.9,-0.9,323.8,-5.4,-4.4,-3.8
7.2,-1,323.9,-1,11,3.4
8.1,-0.2,323.8,-1.4,-8,24.8
9.1,-0.7,324.1,2,13,-11.8
11.9,0.7,323.4,-4,-5.2,-21
10.7,1,323.2,-0.8,-2.2,8
10.8,0.8,323.4,-2,-9.6,-7.8
9.1,1.4,322.9,-7.4,-13.6,1.4
9.7,0,323.9,2,1.4,-1.8
8.9,0.7,323.7,-5.2,-1,-4.6
9.5,0.2,323.4,-0.6,6.8,6.4
9.4,0.5,323.8,-1.8,-42,-12.8
11.1,2.9,323.6,-0.4,-11.4,-19.6
8.8,2.2,323.4,5.2,-1.8,2.4
11.5,1.4,323.2,1.2,-6.4,-19.4
9.7,0.3,324,5.2,-0.4,9.4
10.2,0,324.6,7.6,10.8,-5
10.2,1.8,324.5,-8,-17.2,-8.8
10.6,0.6,325.3,0.4,-4.6,-36
8.5,1.5,325.5,-1.2,-4,-20.4
11,1.6,324.7,1.8,2.6,0.2
10.8,2.7,324.4,2.4,22.2,-13.4
9.9,0.6,324.2,1.6,-8.2,36.2
12.9,0.7,324.5,4,-5.6,-13.6
9.3,0.2,324.7,1.4,0.4,16
9.3,0.9,324.7,-6.8,-0.6,2.6
10.3,1.7,324.9,-2,-8.4,-12.8
10.8,1.9,325.5,9.4,17,-35
7.7,0.2,325.4,-1.4,-12.8,-5.8
8.9,0.7,323.7,-4,8,-17
7.8,0.2,323.1,-1.2,10.4,4.6
10.8,0.4,323.4,6.2,-2,13.4
8.8,-0.1,323.6,0.2,3.6,4
8.6,0.3,324.1,-0.6,14.2,7.6
9.1,0.4,323.9,0.8,-14.2,13.4
7.6,0.3,323.8,-2.4,3.6,10.6
8.2,0.9,324.4,-1.6,-3.8,6.4
6.6,0.5,324.2,-1,0.4,-15.6
8.9,0.6,324.4,-3.6,-12.4,2
7.5,0.2,324.8,0.8,-6,12.6
9,1.1,324.8,1.4,-9,-9.4
7.7,1.4,324.5,2.6,8.2,16.2
14.9,2.5,322.8,-1.8,-3.2,16.4
11.2,2.3,322.6,5,5.8,-2.6
12.2,2.6,322,3.6,-1.8,3.2
10.4,2.2,321.8,-3,-11,15
9,2.8,322,3.8,6.2,0.4
9.2,2.9,321.3,4,2.2,-6.2
9.5,3,321,-1.2,-1.6,-1.2
8,3.4,321.2,-0.6,-2,-18.6
9.1,4.1,320.8,4.4,-5.4,-2.4
8,4.8,320.4,-1,2,5
9.7,5.6,319.5,1.2,-12,-18
7.5,4.4,318.5,2.2,-34,25
6.6,5.1,316,3.6,7.8,-12.8
5.7,6.8,313.2,2.6,4,-9.6
5,6.3,310.9,3.8,3.4,15.6
8.2,7.7,308.1,-1,-2.6,-34.6
7.3,6.9,305.4,3.6,8.6,14
6.3,7.2,302.3,-4.4,-19.8,7.6
5.1,6.4,299.9,1.8,-10,32.4
5.4,6.2,297.3,2.6,-2.8,6.4
7.7,5.6,293.7,1,8,-19.2
7.1,4.9,290,-0.8,-3.6,11.4
8.4,4.3,286.3,-1.4,3.2,-2.6
8,2,282,1.8,13,-6.8
11.7,-0.7,278.4,6.6,8.6,-28
11.1,-3.1,277.3,-5,-14.8,-19.4
10.1,-4.7,276.8,-6.2,9.8,27.4
10,-6.6,278.1,-5.8,-27.6,3.8
9.7,-8.3,280.3,-6.8,-3.2,-3.4
7.7,-8.8,281.9,-6.4,7,-27
9.1,-8.8,284.8,-2.8,-7,19
8.3,-8.3,288.4,-7.4,-0.6,-22
7,-9.3,291.5,6,14.2,-16.6
8.9,-7.9,293.6,-5.4,-10.8,-44.4
5.9,-7.1,295,-0.6,-5.4,29
7.5,-5.2,296.1,-1,1.8,-5.2
10.1,-4.3,296.3,-3.4,1.2,11.8
9.8,-2.6,296,-3,-5.2,-10
8.5,-1.8,298.2,-3,-4.8,-1.6
9.1,-1.6,299.8,-0.4,-13.4,8
8.9,-2.4,300.4,1.2,-3.8,1.2
8.3,-1.3,301.3,-2.8,-2.8,-8.2
8.5,-0.4,302.6,-2.4,-7.6,-6.2
7.7,-0.4,304.2,2.6,23.8,-17
6.6,-0.6,304.2,-8,-25.4,2
6.3,-0.4,304.5,1.4,23.4,6.8
6.8,-0.9,306.2,1,3.6,20.6
6.9,-2,307.5,3.6,6.2,-9.2
7.6,-2.3,309.4,2.8,8.2,-3.2
6.5,-3,310.6,-4,-2,15.8
9.5,-1.3,312.6,-2.8,9,-21.8
8.4,-1.9,315.4,-0.2,-4.6,19.8
8.6,-2.1,316.3,3.8,-1.8,11.6
9,-0.7,317.7,2.8,2.4,-12.4
7.7,-0.8,319.7,6,-2.6,16.4
10.2,0,321,7,3.6,5.8
11.8,0.7,321.1,5.8,1.8,-8.2
9.7,2.3,320.4,-4.6,8.2,-31
8.5,2.2,320.2,-0.2,11,-14.8
10.6,4.3,319.9,-6,23.6,-26.2
8.4,2.4,320.2,0.4,19.8,-30.8
6.2,0.6,321.3,-2.8,6.4,2.4
3.8,1,321.8,4.2,-4.2,-63.6
7.9,-0.3,322,6.8,35.6,38.6
6.7,0.3,322.8,-5.2,4,-28.4
9.4,1.2,323.4,-1.8,-3.8,20.4
5.3,1.3,323.6,-3,-8.6,-43.6
7.2,1.9,323.4,-8.6,-7,-38.6
7.1,0.5,324,2.8,-5.4,-6.2
6.9,0.5,324.7,0.8,5.2,-27.4
5,0.3,324.5,1.2,3.8,27.8
7.1,1.9,324.6,-1.4,-22.4,107.4
3.5,-0.8,324.5,0.4,3.4,-20.4
6.6,0.5,324,1.6,-10.6,10.6
1,-1.1,323.8,1.6,8.8,-46.6
3.4,0,324.8,1.8,31.2,32.2
2.5,0.2,324.8,3,-0.2,-29.4
2,2.8,325,4.2,0.6,22
3.4,1.6,324.4,5.8,53.6,-29.8
9.3,0.8,324.5,-8.6,-33.6,14.4
5.6,-1.1,324.6,5.4,-15.6,-15.8
7.8,0,324.4,0.8,-2.8,35.4
5.5,-0.2,324.8,2,-3.2,16.2
9.6,-0.4,324.4,2.2,-9.4,-8.4
6.3,-0.9,325.7,0.4,-14.8,44.4
6.5,-0.8,327.4,-1.2,3,8.4
10.7,2.2,328.1,0.6,34.8,-38.6
9.8,-1.1,327.6,1.8,13.6,-5.8
9.4,0.1,326.8,4,-16.2,-3.2
5,1.7,326.4,3.2,5.2,43.8
10.9,2.6,325.4,-3,7,-21.8
11,3.8,324.3,8,-8.6,35.4
10.6,2.6,324.3,-2,-15.2,7.8
7.7,2.9,323.3,3.8,6.2,5.2
9,2.5,322.6,0.2,-6.6,5
9.5,2.4,322.2,-2.6,-1.4,-23.8
8.9,2.1,321.5,-0.2,5.4,10.8
